specialization;upper_place;place;address;availability
Neurochirurgia;"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY";"KLINIKA NOWOTWORÓW
UKŁADU NERWOWEGO";"ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa";1
Neurologia;"Samodzielny Publiczny Szpital Kliniczny im. prof. W.
Orłowskiego Centrum Medycznego Kształcenia
Podyplomowego";"Klinika Neurologii i Epileptologii
CMKP";"ul. Czerniakowska 231 00-416
Warszawa";5
Neurologia;"SZPITAL WOLSKI IM. DR ANNY GOSTYŃSKIEJ SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział neurologiczny, Oddział
udarowy, Pododdział rehabilitacji
neurologicznej";"ul. Marcina Kasprzaka 17 01-211
Warszawa";3
Neurologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Oddział Neurologiczny Klinika
Neurologii II Wydziału Lekarskiego
WUM";ul. Cegłowska 80 01-809 Warszawa;2
Neurologia;Specjalistyczny Szpital Wojewódzki w Ciechanowie;Oddział Neurologiczny;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;5
Neurologia;"Samodzielny Publiczny Specjalistyczny Szpital Zachodni
im. św. Jana Pawła II";Oddział Neurologiczny i Udarowy;"ul. Daleka 11 05-825 Grodzisk
Mazowiecki";7
Neurologia;Wojewódzki Szpital Zespolony w Płocku;"Oddział Neurologiczny,
Pododdział Udarowy, Poradnia
Neurologiczna";ul. Medyczna 19 09-400 Płock;3
Neurologia;"POWIATOWE CENTRUM MEDYCZNE W GRÓJCU SPÓŁKA
Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Neurologiczny;ul. ks. Piotra Skargi 10 05-600 Grójec;2
Neurologia;"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce";"Oddział neurologiczny, Pododdział
leczenia udaru mózgu, Poradnia
Neurologiczna, Pracownia EEG";"ul. Aleja Jana Pawła II 120A 07-410
Ostrołęka";4
Neurologia;"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";"Oddział Neurologiczny i Oddział
Udarowy i Poradnia
Neurologiczna dla Dorosłych z
Pracownią EEG i EMG";"ul. Adolfa Tochtermana 1 26-610
Radom";2
Neurologia;"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Siedlecki Szpital Specjalistyczny
Oddział Neurologiczny z
Pododdziałem Udarowym";"ul. Księcia Józefa Poniatowskiego 26
08-110 Siedlce";3
Neurologia;"MAZOWIECKIE CENTRUM REHABILITACJI ""STOCER""
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Neurologiczny, Oddział
Udarowy";ul. Warsztatowa 1 05-800 Pruszków;3
Neurologia;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Kliniczny Oddział Neurologii
Pododdział Udarowy";"ul. Juliana Aleksandrowicza 5 26-617
Radom";6
Neurologia;"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";"Zespół Oddziałów Neurologii,
Klinika Neurologii Wydziału Nauki
o Zdrowiu WUM";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";6
Neurologia;Instytut Psychiatrii i Neurologii;II Klinika Neurologiczna;"ul. Jana III Sobieskiego 9 02-957
Warszawa";5
Neurologia;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";Klinika Neurologii;"ul. Stefana Banacha 1A 02-097
Warszawa";3
Neurologia;Międzyleski Szpital Specjalistyczny w Warszawie;Oddział Neurologiczny;ul. Bursztynowa 2 04-749 Warszawa;4
Neurologia;Instytut Psychiatrii i Neurologii;I Klinika Neurologiczna;"ul. Jana III Sobieskiego 9 02-957
Warszawa";4
Neurologia;Szpital Czerniakowski Sp. z o.o.;Oddział Neurologiczny;"ul. Stępińska 19/25 00-739
Warszawa";3
Neurologia;"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Sokołowie Podlaskim";Oddział neurologiczny;"ul. Księdza Bosco 5 08-300 Sokołów
Podlaski";6
Neurologia;Szpital Matki Bożej Nieustającej Pomocy w Wołominie;"Oddział Neurologiczny z
Pododziałem Udarowym";ul. Gdyńska 1/3 05-200 Wołomin;6
Neurologia dziecięca;"Szpital Dziecięcy im.prof.dr.med.Jana Bogdanowicza
Samodzielny Publiczny Zakład Opieki Zdrowotnej";Oddział Neurologiczny;"ul. Niekłańska 4/24 03-924
Warszawa";0
Neurologia dziecięca;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Neurologii i
Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";4
Neurologia dziecięca;Instytut Matki i Dziecka;"Klinika Neurologii Dzieci i
Młodzieży";"ul. Marcina Kasprzaka 17A 01-211
Warszawa";1
Neurologia dziecięca;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Klinika Neurologii i Epileptologii;"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";3
Neuropatologia;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Zakład Patomorfologii;"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";0
Neuropatologia;Instytut Psychiatrii i Neurologii;Zakład Neuropatologii;"ul. Jana III Sobieskiego 9 02-957
Warszawa";1
Okulistyka;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Klinika Okulistyki;"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";0
Okulistyka;Międzyleski Szpital Specjalistyczny w Warszawie;Oddział Okulistyczny;ul. Bursztynowa 2 04-749 Warszawa;0
Okulistyka;"Samodzielny Publiczny Szpital Kliniczny im. prof. W.
Orłowskiego Centrum Medycznego Kształcenia
Podyplomowego";"Klinika Okulistyki - Oddział
Kliniczny Okulistyki";"ul. Czerniakowska 231 00-416
Warszawa";2
Okulistyka;"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Siedlecki Szpital Specjalistyczny
Oddział Okulistyczny";"ul. Księcia Józefa Poniatowskiego 26
08-110 Siedlce";1
Okulistyka;"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";Zespół Oddziałów Okulistyki;"ul. Ludwika Kondratowicza 8 03-242
Warszawa";0
Okulistyka;Specjalistyczny Szpital Wojewódzki w Ciechanowie;Oddział Okulistyczny;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;1
Okulistyka;Wojewódzki Szpital Zespolony w Płocku;"Oddział Okulistyczny, Poradnia
Okulistyczna";ul. Medyczna 19 09-400 Płock;1
Okulistyka;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";Oddział Okulistyki;ul. Williama Heerleina Lindleya 4 02-005 Warszawa;2
Okulistyka;"Szpital Dziecięcy im.prof.dr.med.Jana Bogdanowicza
Samodzielny Publiczny Zakład Opieki Zdrowotnej";"Oddział okulistyczny w tym
okulistyka w trybie
jednodniowym, Poradnia
okulistyczna";"ul. Niekłańska 4/24 03-924
Warszawa";0
Okulistyka;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Okulistyki z Poradnią
Okulistyczną";"ul. Juliana Aleksandrowicza 5 26-617
Radom";1
Okulistyka;"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";Oddział Okulistyczny;"ul. Adolfa Tochtermana 1 26-610
Radom";2
Okulistyka;"Samodzielny Publiczny Kliniczny Szpital Okulistyczny w
Warszawie";"Oddział okulistyczny, Katedra i
Klinika Okulistyki Wydział Lekarski
Warszawski Uniwersytet
Medyczny";"ul. Marszałkowska 24/26 00-576
Warszawa";2
Okulistyka;Szpital Czerniakowski Sp. z o.o.;Oddział Okulistyczny;"ul. Stępińska 19/25 00-739
Warszawa";0
Okulistyka;Szpital Matki Bożej Nieustającej Pomocy w Wołominie;Oddział Okulistyczny;ul. Gdyńska 1/3 05-200 Wołomin;0
"Onkologia i hematologia
dziecięca";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Hematologii i
Pediatrii, Oddział Kliniczny
Onkologii i Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
"Onkologia i hematologia
dziecięca";"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Klinika Onkologii;"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";6
Onkologia kliniczna;"Mazowiecki Szpital Onkologiczny Spółka z ograniczoną
odpowiedzialnością";"Oddział Onkologiczny, Poradnia
Onkologiczna";ul. Kościelna 61 05-135 Wieliszew;4
Onkologia kliniczna;"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY";"NARODOWY INSTYTUT
ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE -PAŃSTWOWY INSTYTUT
BADAWCZY";"ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa";25
Onkologia kliniczna;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Kliniczny oddział onkologii;"ul. Juliana Aleksandrowicza 5 26-617
Radom";6
Onkologia kliniczna;"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Siedlecki Szpital Specjalistyczny
Oddział Onkologii Klinicznej i
Radioterapii";"ul. Księcia Józefa Poniatowskiego 26
08-110 Siedlce";10
Onkologia kliniczna;Europejskie Centrum Zdrowia Otwock Sp. z o.o.;"Szpital im. F. Chopina Oddział
Onkologii Klinicznej, Oddział
Chirurgii Onkologicznej - Klinika
Onkologii CMKP";ul. Borowa 14/18 05-400 Otwock;0
Onkologia kliniczna;"LUX MED Onkologia Spółka z Ograniczoną
Odpowiedzialnością";"LUX MED. Onkologia Sp. z o.o.
Szpital Fieldorfa Oddział Onkologii
Klinicznej/Chemioterapii";"ul. gen. Augusta Emila Fieldorfa
„Nila” 40 04-125 Warszawa";6
Onkologia kliniczna;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Onkologii, Oddział
Kliniczny Onkologii";"ul. Stafana Banacha 1a 02-097
Warszawa";0
Onkologia kliniczna;Specjalistyczny Szpital Wojewódzki w Ciechanowie;Oddział Onkologiczno-Hematologiczny;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;3
Ortodoncja;"Mazowieckie Centrum Stomatologii Spółka z ograniczoną
odpowiedzialnością";Poradnia Ortodoncji;ul. Nowy Zjazd 1 00-301 Warszawa;4
Ortodoncja;"Centrum Medyczne Warszawskiego Uniwersytetu
Medycznego Sp. z o.o.";"Centrum Medyczne
Warszawskiego Uniwersytetu
Medycznego - Oddział
Stomatologii, Poradnia
Ortodontyczna";ul. Emilii Plater 21 00-688 Warszawa;0
Ortodoncja;"""CENTRUM MEDYCZNE WARSZAWSKIEGO
UNIWERSYTETU MEDYCZNEGO"" SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";UCS, Zakład Ortodoncji;"ul. Stanisława Binieckiego 6 02-097
Warszawa";1
Ortodoncja;"LECZNICA ""GOCŁAW"" Maria Kamela";Poradnia ortodontyczna dla dzieci;"ul. gen. Augusta Emila Fieldorfa
""Nila"" 5 03-984 Warszawa";0
Ortodoncja;KLINIKA STOMATOLOGICZNA IMARI IRMINA HEZNER -SUŁKOWSKA SPÓŁKA JAWNA;"IMARI Przychodnia
Stomatologiczna, Poradnia
ortodontyczna dla dorosłych i
Poradnia ortodontyczna dla dzieci";"ul. Aleja Stanów Zjednoczonych
32/16 04-036 Warszawa";0
Ortodoncja;Kliniki Ortodontyczne Spółka Akcyjna;"Rock Your Smile Centrum
Ortodontyczne Białołęka –
Odkryta";ul. Odkryta 1a 03-140 Warszawa;1
"Ortopedia i
traumatologia narządu
ruchu";"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Ostrowi Mazowieckiej";Oddział Urazowo-Ortopedyczny;"ul. Stanisława Duboisa 68 07-300
Ostrów Mazowiecka";2
"Ortopedia i
traumatologia narządu
ruchu";Specjalistyczny Szpital Wojewódzki w Ciechanowie;Oddział Chirurgii Urazowo-Ortopedycznej;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;2
"Ortopedia i
traumatologia narządu
ruchu";"Samodzielny Publiczny Specjalistyczny Szpital Zachodni
im. św. Jana Pawła II";Oddział Ortopedii i Traumatologii;"ul. Daleka 11 05-825 Grodzisk
Mazowiecki";0
"Ortopedia i
traumatologia narządu
ruchu";"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Kozienicach";"Szpital Powiatowy Oddział
Urazowo-Ortopedyczny z
Poradniami";"ul. Aleja Władysława Sikorskiego 10
26-900 Kozienice";1
"Ortopedia i
traumatologia narządu
ruchu";"Samodzielny Publiczny Zakład Opieki Zdrowotnej - Zespół
Zakładów";Oddział Chirurgii Urazowo-Ortopedycznej;"ul. Wincentego Witosa 2 06-200
Maków Mazowiecki";0
"Ortopedia i
traumatologia narządu
ruchu";"Mazowieckie Centrum Rehabilitacji ""STOCER"" Sp. z o.o.";"Szpital im. prof. M. Weissa
Oddział Urazowo-Ortopedyczny";ul. Antoniego Wierzejewskiego 12 05-510 Konstancin-Jeziorna;3
"Ortopedia i
traumatologia narządu
ruchu";"Mazowieckie Centrum Rehabilitacji ""STOCER"" Sp. z o.o.";"Szpital im. prof. M. Weissa
Pododdział Ortopedyczny
Oddziału Neuroortopedii";ul. Antoniego Wierzejewskiego 12 05-510 Konstancin-Jeziorna;2
"Ortopedia i
traumatologia narządu
ruchu";"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce";"Oddział Chirurgii Urazowo-Ortopedycznej im. dr Zygmunta
Moczydłowskiego + Poradnia
Ortopedyczno-Urazowa";"ul. Aleja Jana Pawła II 120A 07-410
Ostrołęka";6
"Ortopedia i
traumatologia narządu
ruchu";"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Chirurgii Urazowo-Ortopedycznej;"ul. Juliana Aleksandrowicza 5 26-617
Radom";5
"Ortopedia i
traumatologia narządu
ruchu";"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";Oddział Ortopedyczno-Urazowy;"ul. Adolfa Tochtermana 1 26-610
Radom";1
"Ortopedia i
traumatologia narządu
ruchu";Wojewódzki Szpital Zespolony;Oddział Urazowo-Ortopedyczny;ul. Medyczna 19 09-400 Płock;6
"Ortopedia i
traumatologia narządu
ruchu";"SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI
ZDROWOTNEJ IM.MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W
PŁOŃSKU";Oddział Urazowo-Ortopedyczny;"ul. Henryka Sienkiewicza 7 09-100
Płońsk";0
"Ortopedia i
traumatologia narządu
ruchu";"Mazowieckie Centrum Rehabilitacji ""STOCER"" Sp. z o.o.";"Szpital Chirurgii Urazowej św.
Anny Oddział Chirurgii Urazowo-Ortopedycznej";ul. Barska 16/20 02-315 Warszawa;4
"Ortopedia i
traumatologia narządu
ruchu";Międzyleski Szpital Specjalistyczny w Warszawie;Oddział Chirurgii Urazowo-Ortopedycznej;ul. Bursztynowa 2 04-749 Warszawa;0
"Ortopedia i
traumatologia narządu
ruchu";"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Siedlecki Szpital Specjalistyczny
Oddział Ortopedyczno-Urazowy";"ul. Księcia Józefa Poniatowskiego 26
08-110 Siedlce";3
"Ortopedia i
traumatologia narządu
ruchu";"Zespół Opieki Zdrowotnej ""Szpitala Powiatowego"" w
Sochaczewie";Oddział Chirurgii Urazowo-Ortopedycznej;ul. Batalionów Chłopskich 3/7 96-500 Sochaczew;0
"Ortopedia i
traumatologia narządu
ruchu";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Ortopedii i Traumatologii
Narządu Ruchu";ul. Williama Heerleina Lindleya 4 02-005 Warszawa;8
"Ortopedia i
traumatologia narządu
ruchu";"""Ortopedika"" Centrum Chirurgii Specjalistycznej
Aleksander IV Sp. z o.o. sp. Komandytowa";"Oddział Chirurgii Urazowo-Ortopedycznej, Oddział Leczenia
Jednego Dnia";"ul. Modlińska 310/312 03-152
Warszawa";1
"Ortopedia i
traumatologia narządu
ruchu";"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";Oddział Chirurgii Urazowo-Ortopedycznej;ul. Cegłowska 80 01-809 Warszawa;1
"Ortopedia i
traumatologia narządu
ruchu";"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";"Zespół Oddziałów Chirurgii
Urazowo-Ortopedycznej i
Rehabilitacji, Zakład Rehabilitacji
Ortopedycznej i Pourazowej
WUM";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";3
"Ortopedia i
traumatologia narządu
ruchu";"WARSZAWSKI SZPITAL POŁUDNIOWY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Chirurgii Urazowo-Ortopedycznej;"ul. rtm. Witolda Pileckiego 99 02-781
Warszawa";0
"Ortopedia i
traumatologia narządu
ruchu";"SZPITAL PRASKI P.W. PRZEMIENIENIA PAŃSKIEGO
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Chirurgii Urazowo-Ortopedycznej z Pododdziałem
Ortopedii Rekonstrukcyjnej";"ul. Aleja Solidarności 67 03-401
Warszawa";0
"Ortopedia i
traumatologia narządu
ruchu";"Szpital Dziecięcy im.prof.dr.med.Jana Bogdanowicza
Samodzielny Publiczny Zakład Opieki Zdrowotnej";"Oddział chirurgii urazowo-ortopedycznej w tym chirurgia
urazowo-ortopedyczna w trybie
jednodniowym";"ul. Niekłańska 4/24 03-924
Warszawa";4
"Ortopedia i
traumatologia narządu
ruchu";"""SPORT MEDICA"" SPÓŁKA AKCYJNA";"Oddział chirurgii urazowo-ortopedycznej i medycyny
sportowej";ul. Pory 78 02-757 Warszawa;0
"Ortopedia i
traumatologia narządu
ruchu";"SZPITAL CZERNIAKOWSKI SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";Oddział Chirurgii Urazowo-Ortopedycznej;"ul. Stępińska 19/25 00-739
Warszawa";3
"Ortopedia i
traumatologia narządu
ruchu";"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";"Klinika i Poliklinika
Reumoortopedii";ul. Spartańska 1 02-637 Warszawa;4
"Ortopedia i
traumatologia narządu
ruchu";"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";"Klinika i Poliklinika Neuroortopedii
i Neurologii";ul. Spartańska 1 02-637 Warszawa;2
"Ortopedia i
traumatologia narządu
ruchu";Szpital Matki Bożej Nieustającej Pomocy w Wołominie;"Oddział Chirurgii Urazowo-Ortopedycznej Klinika Chirurgii
Urazowo-Ortopedycznej Uczelni
Łazarskiego";ul. Gdyńska 1/3 05-200 Wołomin;1
"Ortopedia i
traumatologia narządu
ruchu";"Centrum Medyczne Gamma spółka z ograniczoną
odpowiedzialnością";Oddział chirurgii urazowo-ortopedycznej;ul. Władysława Broniewskiego 3 01-785 Warszawa;2
"Ortopedia i
traumatologia narządu
ruchu";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Garwolinie";Oddział chirurgii urazowo-ortopedycznej;ul. Lubelska 50 08-400 Garwolin;0
"Ortopedia i
traumatologia narządu
ruchu";Medicover spółka z ograniczona odpowiedzialności;"Oddział chirurgii urazowo -ortopedycznej REHASPORT CLINIC
szpitala Medicover";"ul. Aleja Rzeczypospolitej 5 02-972
Warszawa";1
"Ortopedia i
traumatologia narządu
ruchu";"Warszawski Szpital dla Dzieci - Samodzielny Publiczny
Zakład Opieki Zdrowotnej";Oddział Chirurgii i Ortopedii;"ul. Mikołaja Kopernika 43 00-328
Warszawa";1
"Ortopedia i
traumatologia narządu
ruchu";"Samodzielny Publiczny Szpital Kliniczny im. Prof. Adama
Grucy Centrum medycznego Kształcenia Podyplomowego";"Samodzielny Publiczny Szpital
Kliniczny im. Prof. Adama Grucy
Centrum medycznego Kształcenia
Podyplomowego";ul. Konarskiego 13 05-400 Otwock;18
Otorynolaryngologia;Specjalistyczny Szpital Wojewódzki w Ciechanowie;Oddział Laryngologiczny;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;0
Otorynolaryngologia;"Samodzielny Zespół Publicznych Zakładów Opieki
Zdrowotnej im. Dzieci Warszawy w Dziekanowie Leśnym";"Kliniczny Oddział
Otorynolaryngologii";"ul. Marii Konopnickiej 65 05-092
Dziekanów Leśny";0
Otorynolaryngologia;"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Siedlecki Szpital Specjalistyczny
Oddział Otolaryngologii i
Onkologii Laryngologicznej";"ul. Księcia Józefa Poniatowskiego 26
08-110 Siedlce";2
Otorynolaryngologia;"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce";Oddział Otolaryngologiczny;"ul. Aleja Jana Pawła II 120A 07-410
Ostrołęka";2
Otorynolaryngologia;Wojewódzki Szpital Zespolony;Oddział Laryngologiczny;ul. Medyczna 19 09-400 Płock;0
Otorynolaryngologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";Oddział Otolaryngologii;ul. Cegłowska 80 01-809 Warszawa;0
Otorynolaryngologia;"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";Zespół Oddziałów Otolaryngologii;"ul. Ludwika Kondratowicza 8 03-242
Warszawa";0
Otorynolaryngologia;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";Klinika Otolaryngologii;"ul. Stefana Banacha 1A 02-097
Warszawa";0
Otorynolaryngologia;Międzyleski Szpital Specjalistyczny w Warszawie;Oddział otolaryngologiczny;ul. Bursztynowa 2 04-749 Warszawa;0
Otorynolaryngologia;"SZPITAL CZERNIAKOWSKI SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";Oddział Otolaryngologiczny;"ul. Stępińska 19/25 00-739
Warszawa";1
Otorynolaryngologia;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Otolaryngologii
Dziecięcej i Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
Otorynolaryngologia;"Szpital Dziecięcy im.prof.dr.med.Jana Bogdanowicza
Samodzielny Publiczny Zakład Opieki Zdrowotnej";"Oddział otolaryngologiczny w tym
otolaryngologia w trybie
jednodniowym";"ul. Niekłańska 4/24 03-924
Warszawa";0
Otorynolaryngologia;Instytut Fizjologii i Patologii Słuchu;Światowe Centrum Słuchu;ul. Mokra 17 05-830 Kajetany;9
Otorynolaryngologia;Centrum Słuchu i Mowy Sp. z o.o.;"Międzynarodowe Centrum Słuchu
i Mowy - Grupa ""Medincus"",
Oddział Otolaryngologiczny";"ul. Mokra 7, Kajetany 7 05-830
Nadarzyn";3
Otorynolaryngologia;"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY";"Oddział Zabiegowy Kliniki
Nowotworów Głowy i Szyi";"ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa";0
Otorynolaryngologia;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Kliniczny Oddział Otolaryngologii i
Onkologii Laryngologicznej";"ul. Juliana Aleksandrowicza 5 26-617
Radom";0
"Otorynolaryngologia
dziecięca";"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Ośrodek Otolaryngologii, Oddział
Otolaryngologii, Poradnia
Laryngologiczna";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";0
"Otorynolaryngologia
dziecięca";"Samodzielny Zespół Publicznych Zakładów Opieki
Zdrowotnej im. Dzieci Warszawy w Dziekanowie Leśnym";"Kliniczny Oddział
Otorynolaryngologii";"ul. Marii Konopnickiej 65 05-092
Dziekanów Leśny";0
"Otorynolaryngologia
dziecięca";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Otolaryngologii
Dziecięcej i Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";1
"Otorynolaryngologia
dziecięca";"Szpital Dziecięcy im.prof.dr.med.Jana Bogdanowicza
Samodzielny Publiczny Zakład Opieki Zdrowotnej";"Oddział otolaryngologiczny w tym
otolaryngologia w trybie
jednodniowym";"ul. Niekłańska 4/24 03-924
Warszawa";2
Patomorfologia;ALAB plus spółka z ograniczoną odpowiedzialnością;"Pracownia Patomorfologii z
Pracownią Cytologii ALAB Plus";ul. Zawodzie 22 02-981 Warszawa;2
Patomorfologia;"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce";Zakład Patomorfologii;"ul. Aleja Jana Pawła II 120A 07-410
Ostrołęka";2
Patomorfologia;Międzyleski Szpital Specjalistyczny w Warszawie;Zakład Patomorfologii;ul. Bursztynowa 2 04-749 Warszawa;0
Patomorfologia;Wojewódzki Szpital Zespolony;Zakład Patomorfologii;ul. Medyczna 19 09-400 Płock;2
Patomorfologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Zakład Patomorfologii im. prof.
Marii Kobuszewskiej-Faryny";ul. Cegłowska 80 01-809 Warszawa;2
Patomorfologia;"Samodzielny Publiczny Szpital Kliniczny im. prof. W.
Orłowskiego Centrum Medycznego Kształcenia
Podyplomowego";Zakład Patomorfologii;"ul. Czerniakowska 231 00-416
Warszawa";2
Patomorfologia;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Zakład Patomorfologii Klinicznej;"ul. Juliana Aleksandrowicza 5 26-617
Radom";2
Patomorfologia;"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";"Zakład Patomorfologii im. Prof. Dr
med. Witolda Hańskiego z
Pracownią Histopatologiczną";"ul. Adolfa Tochtermana 1 26-610
Radom";3
Patomorfologia;Warszawski Uniwersytet Medyczny;Katedra i Zakład Patomorfologii;ul. Pawińskiego 7 02-106 Warszawa;7
Patomorfologia;"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY";"Zakład Patomorfologii
Nowotworów";"ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa";6
